"","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","Q_RecaptchaScore","meta_Browser","meta_Version","meta_Operating System","meta_Resolution","timer.consent_First Click","timer.consent_Last Click","timer.consent_Page Submit","timer.consent_Click Count","Consent","timer.platforms_First Click","timer.platforms_Last Click","timer.platforms_Page Submit","timer.platforms_Click Count","platforms_fb","platforms_insta","platforms_tiktok","platforms_x","platforms_truth","platforms_jive","timer.state_First Click","timer.state_Last Click","timer.state_Page Submit","timer.state_Click Count","state","timer.age_First Click","timer.age_Last Click","timer.age_Page Submit","timer.age_Click Count","age","timer.device_First Click","timer.device_Last Click","timer.device_Page Submit","timer.device_Click Count","device","timer.download_First Click","timer.download_Last Click","timer.download_Page Submit","timer.download_Click Count","download_apple","download_android","timer.race_First Click","timer.race_Last Click","timer.race_Page Submit","timer.race_Click Count","race","timer.image_First Click","timer.image_Last Click","timer.image_Page Submit","timer.image_Click Count","screen_image","timer.pid3_First Click","timer.pid3_Last Click","timer.pid3_Page Submit","timer.pid3_Click Count","pid3","timer.pid.followup_First Click","timer.pid.followup_Last Click","timer.pid.followup_Page Submit","timer.pid.followup_Click Count","pid_strong","pid_lean","timer.ideo_First Click","timer.ideo_Last Click","timer.ideo_Page Submit","timer.ideo_Click Count","ideo7","timer.educ.1_First Click","timer.educ.1_Last Click","timer.educ.1_Page Submit","timer.educ.1_Click Count","educ_new","1","timer.educ.2_First Click","timer.educ.2_Last Click","timer.educ.2_Page Submit","timer.educ.2_Click Count","2","timer.educ.3_First Click","timer.educ.3_Last Click","timer.educ.3_Page Submit","timer.educ.3_Click Count","3","timer.educ.4_First Click","timer.educ.4_Last Click","timer.educ.4_Page Submit","timer.educ.4_Click Count","4","timer.educ.5_First Click","timer.educ.5_Last Click","timer.educ.5_Page Submit","timer.educ.5_Click Count","5","timer.educ.6_First Click","timer.educ.6_Last Click","timer.educ.6_Page Submit","timer.educ.6_Click Count","6","timer.educ.7_First Click","timer.educ.7_Last Click","timer.educ.7_Page Submit","timer.educ.7_Click Count","7","timer.educ.8_First Click","timer.educ.8_Last Click","timer.educ.8_Page Submit","timer.educ.8_Click Count","8","timer.image.9_First Click","timer.image.9_Last Click","timer.image.9_Page Submit","timer.image.9_Click Count","9","timer.instructions_First Click","timer.instructions_Last Click","timer.instructions_Page Submit","timer.instructions_Click Count","Invite_Block","participant_code","...134","race_new","social_media_sum","social_media_high","pid7"
"1","12/12/2023 10:12","12/12/2023 10:18",100,375,TRUE,"12/12/2023 10:18",1,"Chrome","120.0.0.0","Windows NT 10.0","1366x768",129.122,129.122,131.198,1,"Yes, I consent",9.802,19.896,23.303,7,2,2,1,1,0,0,2.136,6.382,7.902,2,"Ohio",2.051,2.051,5.408,1,47,2.462,2.462,3.7,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",2.887,2.887,4.791,1,"White",5.304,5.304,6.58,1,3,7.824,7.824,9.265,1,"Independent",3.35,3.35,4.571,1,NA,"Closer to Democratic Party",2.502,2.502,4.696,1,"Liberal",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.417,4.417,5.851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,146.07,0,7,"zf1er9",NA,"White",6,TRUE,"Lean Democrat"
"2","12/12/2023 10:27","12/12/2023 10:28",100,33,TRUE,"12/12/2023 10:28",1,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",3.917,3.917,4.356,1,"Yes, I consent",4.453,9.171,9.713,9,0,1,2,0,0,0,0.469,5.267,5.852,3,"Texas",0.66,0.66,2.52,1,18,0.67,0.67,1.161,1,"Apple iPhone",0.705,6.257,6.762,3,"No, I am NOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA
"3","12/12/2023 10:31","12/12/2023 10:35",100,248,TRUE,"12/12/2023 10:35",0.899999976158142,"Chrome","119.0.0.0","Android 10","412x915",29.7,38.178,39.266,4,"Yes, I consent",3.73,9.741,10.39,7,1,1,2,0,0,0,1.16,1.16,3.144,1,"Connecticut",1.208,1.208,4.166,1,45,1.48,1.48,3.79,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",2.017,2.017,2.853,1,"White",2.132,3.069,3.592,2,3,3.855,3.855,4.864,1,"Democrat",1.405,1.405,2.351,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.358,2.358,3.157,1,"Moderate or middle of the road",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.912,1.912,2.668,1,NA,NA,NA,NA,NA,NA,10.898,42.336,43.279,6,8,"gw6r7f",NA,"White",4,FALSE,"Weak Democrat"
"4","12/12/2023 10:34","12/12/2023 10:37",100,204,TRUE,"12/12/2023 10:37",0.300000011920929,"Firefox","119","Windows NT 10.0","1366x768",6.336,22.027,23.118,3,"Yes, I consent",2.618,9.718,10.876,8,2,1,2,1,0,0,2.204,5.503,6.338,4,"North Carolina",0.952,0.952,4.422,1,35,1.347,1.347,2.402,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.93,3.06,3.931,2,"White",2.222,3.312,4.6,2,3,1.933,5.179,8.23,3,"Republican",1.367,1.367,2.066,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.896,2.949,3.966,2,"Moderate or middle of the road",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,17.057,17.709,2,NA,6.499,102.732,103.591,3,9,"2d3axv",NA,"White",6,TRUE,"Weak Republican"
"5","12/12/2023 10:34","12/12/2023 10:39",100,277,TRUE,"12/12/2023 10:39",1,"Chrome","119.0.0.0","Windows NT 10.0","1536x864",52.634,54.493,56.347,2,"Yes, I consent",5.229,27.129,27.751,9,2,2,0,1,0,0,1.283,3.367,4.073,2,"Georgia",0.868,0.868,3.009,1,26,20.603,20.603,23.336,1,"Apple iPhone",3.059,3.059,3.912,1,"Yes, I am",NA,1.153,1.153,2.026,1,"Black or African American",1.535,2.443,3.219,2,3,2.258,2.258,3.182,1,"Democrat",1.489,1.489,2.326,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.671,2.486,3.258,2,"Moderate or middle of the road",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.383,2.14,3.121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.312,94.216,132.42,3,4,"hfyv7m",NA,"Black or African American",5,TRUE,"Weak Democrat"
"6","12/12/2023 10:37","12/12/2023 10:41",100,194,TRUE,"12/12/2023 10:41",0.600000023841858,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",18.55,18.55,19.394,1,"Yes, I consent",9.742,16.71,17.55,6,1,0,2,1,0,0,1.181,4.529,5.612,2,"Pennsylvania",2.68,2.68,6.151,1,39,1.026,1.026,1.972,1,"Apple iPhone",5.675,5.675,6.467,1,"Yes, I am",NA,2.155,2.155,3.225,1,"White",6.169,6.169,16.065,1,3,2.766,2.766,3.418,1,"Republican",2.077,2.077,2.695,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.988,2.988,5.385,1,"Somewhat conservative",NA,NA,NA,NA,"Associate degree in college",NA,1.618,2.203,4.29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.036,18.89,95.558,3,2,"z6kvee",NA,"White",4,FALSE,"Weak Republican"
"7","12/12/2023 10:39","12/12/2023 10:43",100,244,TRUE,"12/12/2023 10:43",1,"Chrome","120.0.0.0","Windows NT 10.0","1280x720",27.508,27.508,28.543,1,"Yes, I consent",4.778,11.323,12.66,6,0,2,1,2,0,0,1.004,2.053,2.738,2,"California",0.803,3.904,7.749,2,30,1.065,1.065,2.45,1,"Apple iPhone",1.47,1.47,2.286,1,"Yes, I am",NA,1.394,1.394,2.795,1,"White",1.727,1.727,3.064,1,3,3.368,3.368,4.566,1,"Independent",2.282,2.282,3.056,1,NA,"Closer to Democratic Party",1.644,1.644,3.366,1,"Moderate or middle of the road",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,1.217,1.217,2.346,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,161.786,0,3,"17xpyv",NA,"White",5,TRUE,"Lean Democrat"
"8","12/12/2023 10:41","12/12/2023 10:43",100,121,TRUE,"12/12/2023 10:43",0.899999976158142,"Chrome","119.0.0.0","CrOS x86_64 14541.0.0","1880x1253",19.646,19.646,20.752,1,"Yes, I consent",6.877,15.572,16.432,7,1,1,2,2,1,0,1.311,3.358,4.2,2,"California",1.167,1.167,3.5,1,30,1.368,1.368,3.484,1,"Apple iPhone",2.639,2.639,3.924,1,"Yes, I am",NA,1.298,1.298,2.314,1,"White",4.364,4.364,5.225,1,3,1.939,1.939,4.111,1,"Republican",1.3,1.3,2.445,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,0.594,2.953,4.086,2,"Conservative",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.785,1.785,2.691,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.042,0,5,"bhaxwm",NA,"White",7,TRUE,"Strong Republican"
"9","12/12/2023 10:42","12/12/2023 10:46",100,260,TRUE,"12/12/2023 10:46",0.899999976158142,"Chrome iPhone","119.0.6045.169","iPhone","430x932",2.029,15.989,28.401,7,"Yes, I consent",4.874,12.454,13.179,7,1,1,1,1,0,0,1.588,1.588,3.942,1,"California",2.317,2.317,4.569,1,28,8.905,9.323,10.294,2,"Apple iPhone",3.755,3.755,4.489,1,"Yes, I am",NA,5.913,5.913,6.522,1,"White",2.809,4.062,7.288,2,3,3.165,4.984,9.875,2,"Independent",11.423,11.423,12.011,1,NA,"Closer to Democratic Party",8.296,9.354,10.36,2,"Conservative",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.047,2.047,2.784,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.508,137.12,138.864,9,7,"yh7tru",NA,"White",4,FALSE,"Lean Democrat"
"10","12/12/2023 10:47","12/12/2023 10:50",100,185,TRUE,"12/12/2023 10:50",0.899999976158142,"Safari","17.1","Macintosh","1440x900",24.953,24.953,26.273,1,"Yes, I consent",5.639,9.096,10.058,6,2,2,2,2,0,0,0,0,4.751,0,"New York",1.167,1.167,5.793,1,30,1.656,1.656,2.7,1,"Apple iPhone",5.495,5.495,6.419,1,"Yes, I am",NA,3.218,3.218,4.347,1,"Black or African American",1.659,1.659,3.781,1,3,4.612,4.612,5.706,1,"Democrat",2.284,5.016,5.875,2,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,4.13,4.13,5.574,1,"Liberal",1.94,1.94,3.407,1,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,93.042,0,1,"d1qxrb",NA,"Black or African American",8,TRUE,"Strong Democrat"
"11","12/12/2023 10:46","12/12/2023 10:50",100,251,TRUE,"12/12/2023 10:50",1,"Chrome","119.0.0.0","Windows NT 10.0","1920x1080",102.076,102.076,103.022,1,"Yes, I consent",2.761,10.081,10.805,6,1,1,2,1,0,0,1.325,4.654,5.326,2,"Oklahoma",1.09,1.09,11.148,1,24,1.541,1.541,2.598,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",2.3,2.3,2.967,1,"White",1.464,1.464,2.436,1,3,2.692,2.692,6.214,1,"Independent",3.032,3.632,4.466,2,NA,"Closer to Republican Party",3.965,3.965,5.352,1,"Somewhat conservative",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,2.625,3.523,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81.145,0,4,"cw7ecf",NA,"White",5,TRUE,"Lean Republican"
"12","12/12/2023 10:47","12/12/2023 10:52",100,316,TRUE,"12/12/2023 10:52",0.899999976158142,"Chrome","119.0.0.0","Windows NT 10.0","1366x768",15.825,15.825,24.001,1,"Yes, I consent",39.889,46.093,48.64,6,1,1,2,1,0,0,1.799,3.763,5.357,2,"Arizona",2.032,2.032,4.131,1,45,3.701,3.701,5.275,1,"Apple iPhone",21.552,21.552,37.182,1,"Yes, I am",NA,10.231,10.231,12.179,1,"White",5.589,5.589,6.963,1,3,21.388,21.388,23.11,1,"Independent",24.417,24.417,25.571,1,NA,"Closer to Republican Party",4.476,4.476,7.011,1,"Moderate or middle of the road",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,1.85,1.85,4.236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.487,0,2,"xqp617",NA,"White",5,TRUE,"Lean Republican"
"13","12/12/2023 10:51","12/12/2023 10:53",100,147,TRUE,"12/12/2023 10:53",0.899999976158142,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",34.677,34.677,35.892,1,"Yes, I consent",5.687,11.553,12.222,6,0,2,0,1,0,0,0.849,1.96,2.562,2,"Washington",0.668,0.668,3.101,1,20,0.993,0.993,1.668,1,"Apple iPhone",1.749,1.749,5.089,1,"Yes, I am",NA,1.07,1.07,1.615,1,"White",1.324,1.324,2.291,1,3,1.909,1.909,3.763,1,"Democrat",1.255,1.255,1.878,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.332,2.332,3.119,1,"Somewhat liberal",NA,NA,NA,NA,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,1.53,2.924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,64.516,0,7,"ygy4a2",NA,"White",3,FALSE,"Weak Democrat"
"14","12/12/2023 10:25","12/12/2023 10:54",100,1745,TRUE,"12/12/2023 10:54",0.899999976158142,"Edge","120.0.0.0","Windows NT 10.0","1920x1200",65.045,65.045,66.519,1,"Yes, I consent",12.506,26.44,32.2,6,2,2,0,0,0,0,1.838,4.376,5.603,2,"Iowa",1.921,1.921,4.344,1,37,1.557,1.557,3.848,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",9.713,10.789,12.25,2,"Hispanic,White",4.038,4.038,7.44,1,3,8.801,8.801,10.397,1,"Independent",15.288,19.67,21.061,3,NA,"Closer to Republican Party",5.039,5.039,7.279,1,"Moderate or middle of the road",NA,NA,NA,NA,"High school graduate or equivalent (GED)",NA,2.828,2.828,4.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1227.106,0,2,"nyuhem",NA,"Hispanic",4,FALSE,"Lean Republican"
"15","12/12/2023 10:48","12/12/2023 10:54",100,382,TRUE,"12/12/2023 10:54",0.899999976158142,"Firefox","120","Windows NT 10.0","1280x720",15.07,15.07,16.83,1,"Yes, I consent",60.681,76.018,78.157,7,2,2,1,2,0,0,28.048,30.57,32.693,2,"California",39.916,39.916,45.916,1,51,17.784,17.784,19.268,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",3.716,3.716,5.896,1,"Black or African American",3.665,3.665,5.023,1,3,3.731,3.731,5.615,1,"Republican",5.515,5.515,6.387,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,19.159,19.159,21.756,1,"Conservative",NA,NA,NA,NA,"Post-graduate degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.517,50.517,52.289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.59,40.285,47.586,2,6,"3w67rp",NA,"Black or African American",7,TRUE,"Weak Republican"
"16","12/12/2023 10:43","12/12/2023 10:57",100,813,TRUE,"12/12/2023 10:57",0.899999976158142,"Chrome","115.0.0.0","Android 14","412x892",4.119,29.412,30,15,"Yes, I consent",6.066,12.666,14.042,6,1,0,0,1,0,0,1.195,1.195,6.171,1,"Minnesota",1.575,1.575,3.523,1,32,1.465,1.465,2.128,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.6,1.6,2.362,1,"White",2.28,2.28,3.284,1,3,1.304,1.795,2.296,2,"Other",1.189,1.189,2.059,1,NA,"Neither",1.482,1.482,2.301,1,"Moderate or middle of the road",NA,NA,NA,NA,"Associate degree in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,2.584,2.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.011,299.283,439.347,6,6,"vn93qp",NA,"White",2,FALSE,"Pure Independent"
"17","12/12/2023 10:57","12/12/2023 10:58",100,28,TRUE,"12/12/2023 10:58",0.899999976158142,"Opera","104.0.0.0","Windows NT 10.0","1920x1080",2.445,8.851,10.015,3,"Yes, I consent",6.757,15.294,16.409,6,0,2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA
"18","12/12/2023 10:57","12/12/2023 11:00",100,219,TRUE,"12/12/2023 11:00",0.899999976158142,"Chrome","118.0.0.0","Android 10","384x854",22.143,70.077,71.001,10,"Yes, I consent",2.261,15.654,16.618,8,2,1,2,1,0,0,1.929,1.929,5,1,"Arkansas",1.646,1.646,6.197,1,45,1.464,1.464,2.494,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.236,2.141,3.501,2,"Black or African American",1.909,2.947,4.604,2,3,9.257,9.257,10.601,1,"Independent",4.572,4.572,5.8,1,NA,"Neither",9.739,9.739,11.963,1,"Somewhat liberal",NA,NA,NA,NA,"Associate degree in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.449,6.1,7.94,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.464,53.259,54.2,11,7,"bkq96u",NA,"Black or African American",6,TRUE,"Pure Independent"
"19","12/12/2023 11:02","12/12/2023 11:05",100,170,TRUE,"12/12/2023 11:05",0.600000023841858,"Chrome","120.0.0.0","Windows NT 10.0","1920x1080",46.701,46.701,47.348,1,"Yes, I consent",8.809,14.513,14.958,6,0,1,2,1,0,0,1.215,4.329,4.928,5,"Colorado",1.044,1.044,3.316,1,26,1.917,1.917,2.511,1,"Apple iPhone",1.652,1.652,2.117,1,"Yes, I am",NA,1.465,1.465,1.942,1,"White",2.97,2.97,3.435,1,3,2.77,2.77,3.387,1,"Independent",3.47,3.47,4.154,1,NA,"Closer to Republican Party",2.207,2.207,3.131,1,"Somewhat liberal",NA,NA,NA,NA,"Associate degree in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.151,4.151,4.952,1,NA,4.845,12.625,67.623,5,9,"r9hyrv",NA,"White",4,FALSE,"Lean Republican"
"20","12/12/2023 11:01","12/12/2023 11:06",100,254,TRUE,"12/12/2023 11:06",0.899999976158142,"Chrome","119.0.0.0","Windows NT 10.0","1920x1080",6.778,6.778,7.601,1,"Yes, I consent",2.615,11.086,13.234,6,1,1,1,2,0,0,1.286,2.516,3.41,2,"Texas",1.093,1.093,2.558,1,26,1.187,1.187,4.232,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.932,2.254,3.633,2,"Hispanic,White",1.972,1.972,2.707,1,3,3.465,3.465,4.141,1,"Republican",1.102,1.394,1.902,2,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.419,1.419,2.415,1,"Somewhat conservative",1.95,1.95,2.745,1,"Associate degree in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.375,56.557,190.539,4,1,"d24txf",NA,"Hispanic",5,TRUE,"Weak Republican"
"21","12/12/2023 11:03","12/12/2023 11:06",100,185,TRUE,"12/12/2023 11:06",1,"Chrome","120.0.0.0","Windows NT 10.0","1368x912",2.785,2.785,3.655,1,"Yes, I consent",7.29,13.839,14.686,6,1,0,0,1,0,0,0.601,2.022,2.821,2,"Indiana",0.831,0.831,2.759,1,49,1.125,1.125,2.859,1,"Apple iPhone",3.171,3.171,3.987,1,"Yes, I am",NA,1.492,1.492,2.15,1,"White",2.143,2.143,3.862,1,3,3.694,3.694,4.484,1,"Republican",1.492,1.492,2.13,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.63,3.22,4.522,2,"Somewhat conservative",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.309,1.309,2.149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.999,70.628,127.451,8,4,"arauec",NA,"White",2,FALSE,"Strong Republican"
"22","12/12/2023 11:05","12/12/2023 11:07",100,119,TRUE,"12/12/2023 11:07",1,"Edge","120.0.0.0","Windows NT 10.0","1707x960",15.71,15.71,16.255,1,"Yes, I consent",4.601,11.102,11.554,6,0,1,2,0,0,0,1.098,4.297,4.923,2,"Pennsylvania",1.152,1.152,2.979,1,22,1.054,1.054,1.577,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",1.319,1.807,2.465,2,"Black or African American,Hispanic",1.608,1.608,2.163,1,3,1.47,1.47,2.047,1,"Democrat",1.223,1.223,1.737,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,1.666,1.666,2.07,1,"Extremely liberal",1.716,1.716,2.702,1,"Some college but no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.054,8.221,60.546,2,1,"69txah",NA,"Mixed/other",3,FALSE,"Strong Democrat"
"23","12/12/2023 11:03","12/12/2023 11:07",100,261,TRUE,"12/12/2023 11:07",0.899999976158142,"Chrome","119.0.0.0","Windows NT 10.0","1536x864",42.265,43.942,45.423,2,"Yes, I consent",8.741,17.77,18.883,7,1,2,1,1,0,0,2.156,4.508,5.719,2,"Georgia",1.779,1.779,3.992,1,48,1.93,1.93,3.235,1,"Apple iPhone",5.532,5.532,7.075,1,"Yes, I am",NA,1.583,1.583,2.655,1,"Black or African American",3.931,5.113,6.299,2,3,7.232,7.232,8.425,1,"Democrat",2.293,2.293,3.29,1,"Not very strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,3.604,5.655,7.257,2,"Moderate or middle of the road",NA,NA,NA,NA,"Associate degree in college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,3.95,4.947,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.313,135.755,137.257,21,7,"4z166b",NA,"Black or African American",5,TRUE,"Weak Democrat"
"24","12/12/2023 11:02","12/12/2023 11:07",100,291,TRUE,"12/12/2023 11:07",0.899999976158142,"Firefox","120","Windows NT 10.0","1280x720",13.608,13.608,15.245,1,"Yes, I consent",11.871,17.495,19.187,6,0,2,1,1,0,0,1.125,6.857,8.119,5,"Georgia",7.341,7.341,10.517,1,38,2.949,2.949,4.069,1,"Android",NA,NA,NA,NA,NA,"Yes, I am",2.235,2.235,3.543,1,"White",7.426,7.426,8.549,1,3,2.162,2.162,3.146,1,"Democrat",1.237,1.237,2.224,1,"Strong ${q://QID41/ChoiceGroup/SelectedChoices}",NA,2.12,2.12,3.591,1,"Extremely liberal",NA,NA,NA,NA,"Bachelor’s degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.907,1.907,2.974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,201.496,0,5,"gqbhc6",NA,"White",4,FALSE,"Strong Democrat"
