StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,timer.consent_First Click,timer.consent_Last Click,timer.consent_Page Submit,timer.consent_Click Count,Consent,timer.platforms_First Click,timer.platforms_Last Click,timer.platforms_Page Submit,timer.platforms_Click Count,platforms_fb,platforms_insta,platforms_tiktok,platforms_x,platforms_truth,platforms_jive,timer.state_First Click,timer.state_Last Click,timer.state_Page Submit,timer.state_Click Count,state,timer.age_First Click,timer.age_Last Click,timer.age_Page Submit,timer.age_Click Count,age,timer.device_First Click,timer.device_Last Click,timer.device_Page Submit,timer.device_Click Count,device,timer.download_First Click,timer.download_Last Click,timer.download_Page Submit,timer.download_Click Count,download_apple,download_android,timer.race_First Click,timer.race_Last Click,timer.race_Page Submit,timer.race_Click Count,race ,timer.image_First Click,timer.image_Last Click,timer.image_Page Submit,timer.image_Click Count,screen_image,timer.pid3_First Click,timer.pid3_Last Click,timer.pid3_Page Submit,timer.pid3_Click Count,pid3,timer.pid.followup_First Click,timer.pid.followup_Last Click,timer.pid.followup_Page Submit,timer.pid.followup_Click Count,pid_strong,pid_lean,timer.ideo_First Click,timer.ideo_Last Click,timer.ideo_Page Submit,timer.ideo_Click Count,ideo7,timer.educ.1_First Click,timer.educ.1_Last Click,timer.educ.1_Page Submit,timer.educ.1_Click Count,educ_1,1,timer.educ.2_First Click,timer.educ.2_Last Click,timer.educ.2_Page Submit,timer.educ.2_Click Count,educ_2,2,timer.educ.3_First Click,timer.educ.3_Last Click,timer.educ.3_Page Submit,timer.educ.3_Click Count,educ_3,3,timer.educ.4_First Click,timer.educ.4_Last Click,timer.educ.4_Page Submit,timer.educ.4_Click Count,educ_4,4,timer.educ.5_First Click,timer.educ.5_Last Click,timer.educ.5_Page Submit,timer.educ.5_Click Count,educ_5,5,timer.educ.6_First Click,timer.educ.6_Last Click,timer.educ.6_Page Submit,timer.educ.6_Click Count,educ_6,6,timer.educ.7_First Click,timer.educ.7_Last Click,timer.educ.7_Page Submit,timer.educ.7_Click Count,educ_7,7,timer.educ.8_First Click,timer.educ.8_Last Click,timer.educ.8_Page Submit,timer.educ.8_Click Count,educ_8,8,timer.image.9_First Click,timer.image.9_Last Click,timer.image.9_Page Submit,timer.image.9_Click Count,educ_9,9,timer.instructions_First Click,timer.instructions_Last Click,timer.instructions_Page Submit,timer.instructions_Click Count,Invite_Block,participant_code,
12/13/2023 13:30,12/13/2023 13:36,100,319,TRUE,12/13/2023 13:36,0.30000001192092896,Chrome,120.0.0.0,Windows NT 10.0,1920x1080,10.626,10.626,12.097,1,"Yes, I consent",4.919,13.75,16.199,8,Some,Some,Some,A lot,Not at all,Not at all,1.095,3.367,4.201,2,Virginia,1.231,1.231,11.212,1,23,3.365,3.365,4.683,1,Android,,,,,,"Yes, I am",1.924,1.924,5.331,1,White,2.637,2.637,3.928,1,3,8.343,8.343,9.323,1,Independent,1.054,1.054,2.434,1,,Closer to Republican Party,2.675,2.675,3.735,1,Somewhat conservative,,,,,,,2.95,2.95,3.828,1,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,231.299,0,2,HXVQVQ,
12/13/2023 13:30,12/13/2023 13:36,100,314,TRUE,12/13/2023 13:36,1,Chrome,119.0.0.0,Macintosh,1470x956,7.776,8.883,9.741,2,"Yes, I consent",4.724,10.578,11.35,6,A lot,A lot,Some,Some,Not at all,Not at all,1.132,1.132,3.65,1,Florida,1.421,1.421,3.411,1,29,1.38,1.38,2.176,1,Android,,,,,,"Yes, I am",1.251,1.251,2.273,1,Black or African American,2.005,3.357,4.176,2,3,1.356,1.356,2.143,1,Democrat,2.193,2.193,3.056,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,39.881,39.881,40.996,1,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.456,1.456,2.489,1,High school graduate or equivalent (GED),,1.765,2.476,218.813,3,9,3NY28G,
12/13/2023 13:31,12/13/2023 13:37,100,317,TRUE,12/13/2023 13:37,0.8999999761581421,Chrome,119.0.0.0,Macintosh,2048x1152,15.776,15.776,16.782,1,"Yes, I consent",7.138,35.437,36.863,8,Some,Not at all,Not at all,Not at all,Not at all,Not at all,1.363,1.363,4.83,1,Michigan,1.465,1.465,3.501,1,34,22.255,22.255,23.559,1,Apple iPhone,4.35,4.35,4.955,1,"Yes, I am",,2.471,2.471,3.158,1,White,2.148,2.148,3.302,1,3,4.67,4.67,5.793,1,Independent,2.923,2.923,3.763,1,,Neither,1.806,1.806,2.863,1,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,3.707,3.707,4.76,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,196.003,0,4,QDRV9V,
12/13/2023 13:30,12/13/2023 13:37,100,382,TRUE,12/13/2023 13:37,1,Chrome,120.0.0.0,Macintosh,1440x900,62.473,62.473,65.161,1,"Yes, I consent",9.72,19.371,23.212,6,Some,A lot,A lot,A lot,Not at all,Not at all,2.365,2.365,7.441,1,Indiana,1.529,1.529,5.915,1,57,3.158,3.158,5.198,1,Apple iPhone,7.982,7.982,9.221,1,"Yes, I am",,3.135,3.135,5.39,1,White,2.958,2.958,4.282,1,3,10.092,10.092,11.899,1,Democrat,2.354,2.354,3.592,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.828,2.828,5.285,1,Liberal,5.373,5.373,7.912,1,Associate degree in college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.353,148.454,215.939,2,1,GN3NV7,
12/13/2023 13:33,12/13/2023 13:37,100,256,TRUE,12/13/2023 13:37,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,1366x768,11.479,48.384,49.468,5,"Yes, I consent",8.366,16.787,17.802,8,Not at all,Not at all,Some,Not at all,Not at all,Not at all,2.008,6.461,7.641,3,Wisconsin,2.921,2.921,5.022,1,31,3.331,3.331,4.459,1,Android,,,,,,"Yes, I am",2.727,4.075,4.852,2,White,2.732,5.543,6.57,3,3,6.876,8.002,9.275,2,Republican,2.482,2.482,3.628,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,4.304,5.293,6.846,2,Moderate or middle of the road,3.247,4.597,6.293,2,Associate degree in college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.595,109.39,111.017,5,1,P1AC1P,
12/13/2023 13:34,12/13/2023 13:38,100,198,TRUE,12/13/2023 13:38,0.8999999761581421,Chrome,120.0.0.0,Android 10,360x800,3.337,6.158,6.901,4,"Yes, I consent",2.287,9.32,9.954,10,Some,Not at all,Some,Some,Not at all,Not at all,0.826,0.826,1.801,1,Alabama,0.644,0.644,3.478,1,20,18.042,18.042,18.866,1,Android,,,,,,"Yes, I am",1.166,3.184,4.425,4,White,0.974,1.5,2.1,2,3,12.632,12.632,13.223,1,Republican,0.819,1.35,2.532,2,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,0.772,1.579,1.962,2,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.074,4.217,4.66,4,Associate degree in college,,,,,,,,,,,,,,,,,,,,8.624,25.198,25.931,14,6,XKXBTX,
12/13/2023 13:35,12/13/2023 13:38,100,142,TRUE,12/13/2023 13:38,0.8999999761581421,Safari iPhone,16.3,iPhone,414x896,14.786,24.031,24.947,5,"Yes, I consent",4.313,11.164,11.969,7,Some,A lot,Some,A lot,Not at all,Not at all,1.175,1.175,3.691,1,Michigan,0.723,0.723,3.091,1,33,1.623,1.623,2.437,1,Apple iPhone,1.392,1.392,2.83,1,"Yes, I am",,1.736,1.736,2.299,1,White,1.757,2.423,3.445,2,3,3.394,3.394,4.137,1,Democrat,1.034,1.034,1.714,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,0.861,2.207,2.981,3,Extremely liberal,,,,,,,,,,,,,,,,,,,2.035,2.827,4.242,2,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.826,65.282,65.834,9,4,6CN23V,
12/13/2023 13:35,12/13/2023 13:38,100,199,TRUE,12/13/2023 13:38,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,1536x864,9.113,9.113,10.078,1,"Yes, I consent",5.015,13.409,14.171,7,Some,Not at all,Not at all,A lot,Not at all,Not at all,1.808,3.543,4.502,2,Florida,1.451,1.451,3.304,1,63,1.564,1.564,3.337,1,Android,,,,,,"Yes, I am",1.999,1.999,3.172,1,White,2.952,2.952,4.506,1,3,2.429,2.429,3.537,1,Independent,2.375,2.375,3.543,1,,Neither,3.496,3.496,5.173,1,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.724,1.724,3.762,1,Post-graduate degree,,,,,,,,0,0,125.14,0,8,CC4ETK,
12/13/2023 13:16,12/13/2023 13:39,100,1335,TRUE,12/13/2023 13:39,1,Chrome,119.0.0.0,Windows NT 10.0,1366x768,8.525,145.307,146.403,8,"Yes, I consent",2.269,11.471,13.503,9,Some,A lot,A lot,A lot,Not at all,Not at all,1.432,3.137,4.02,2,Georgia,1.054,2.388,4.139,3,22,1.144,1.144,2.161,1,Apple iPhone,1.681,1.681,3.003,1,"Yes, I am",,1.591,4.182,4.912,4,Black or African American,1.244,2.663,3.671,2,3,1.935,49.461,50.1,3,Democrat,1.545,2.361,2.969,2,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.864,2.842,3.734,2,Liberal,,,,,,,,,,,,,,,,,,,0.497,3.776,5.13,3,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59,1076.782,1077.84,5,4,YKU1F1,
12/13/2023 13:35,12/13/2023 13:39,100,263,TRUE,12/13/2023 13:39,1,Chrome,119.0.0.0,Macintosh,1440x900,8.253,8.253,9.083,1,"Yes, I consent",13.37,18.456,19.157,7,A lot,A lot,A lot,Some,Not at all,Not at all,0.8,0.8,4.892,1,Washington,0.974,3.309,3.621,3,27,1.013,1.013,1.983,1,Apple iPhone,1.863,1.863,3.381,1,"Yes, I am",,1.338,1.338,1.989,1,Asian,1.886,1.886,3.771,1,3,2.532,3.194,3.711,2,Democrat,2.676,5.856,6.507,3,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.112,2.112,3.831,1,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.072,6.072,7.043,1,Bachelor’s degree,,4.971,7.144,176.173,3,9,V3PAMX,
12/13/2023 13:34,12/13/2023 13:40,100,365,TRUE,12/13/2023 13:40,0.800000012,Safari iPhone,16,iPhone,390x844,4.611,8.982,9.779,6,"Yes, I consent",2.853,9.125,10.463,7,A lot,A lot,Some,Not at all,Not at all,Not at all,1.139,1.139,4.24,1,Kentucky,0.659,0.659,3.057,1,35,1.235,1.235,2.058,1,Apple iPhone,1.531,1.531,2.706,1,"Yes, I am",,1.174,1.174,1.732,1,White,1.721,2.956,3.899,3,3,1.558,1.558,2.393,1,Democrat,1.218,1.619,2.463,2,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.048,3.049,3.414,3,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.277,1.913,5.493,2,High school graduate or equivalent (GED),,,,,,,,2,190.29,191.74,12,8,D6GCBW,
12/13/2023 13:29,12/13/2023 13:40,100,679,TRUE,12/13/2023 13:40,0.8999999761581421,Firefox,120,Windows NT 10.0,1280x720,13.656,17.697,19.028,2,"Yes, I consent",7.321,22.816,24.469,7,A lot,Some,A lot,Some,Not at all,Not at all,6.98,10.082,11.279,3,Florida,2.276,2.276,7.047,1,37,4.048,4.048,8.134,1,Android,,,,,,"Yes, I am",3.002,4.217,6.666,2,Black or African American,1.613,6.013,9.938,3,3,3.447,5.884,8.807,3,Democrat,2.464,2.464,3.674,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,4.701,5.907,8.801,2,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666,12.398,13.663,2,Post-graduate degree,,,,,,,,,,,,,,47.399,172.19,289.414,4,7,VWV9GV,
12/13/2023 13:39,12/13/2023 13:41,100,124,TRUE,12/13/2023 13:41,0.8999999761581421,Chrome,120.0.0.0,Macintosh,1280x800,13.318,13.318,14.084,1,"Yes, I consent",5.53,10.401,11.53,6,Some,Some,Some,A lot,Not at all,Not at all,0.601,0.601,3.189,1,Georgia,0.712,0.712,3.084,1,28,0.794,0.794,1.481,1,Apple iPhone,0.907,0.907,1.436,1,"Yes, I am",,1.322,2.181,2.435,2,White,1.173,1.173,2.606,1,3,1.588,1.588,3.047,1,Democrat,0.901,0.901,1.772,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.046,1.046,2.608,1,Liberal,,,,,,,,,,,,,1.163,1.163,2.482,1,Associate degree in college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.949,44.887,65.608,4,3,HMEWNX,
12/13/2023 13:13,12/13/2023 13:41,100,1698,TRUE,12/13/2023 13:41,0.8999999761581421,Chrome,117.0.0.0,Android 10,432x960,5.102,35.295,40.624,14,"Yes, I consent",15.592,31.4,32.975,11,A lot,Some,Some,Not at all,Not at all,Not at all,1.659,1.659,5.951,1,North Carolina,2.281,2.281,7.001,1,39,5.247,5.801,9.001,2,Android,,,,,,"Yes, I am",1.783,2.239,3.297,2,Black or African American,1.272,4.408,5.164,5,3,1.749,2.921,3.644,2,Other,1.242,1.242,1.93,1,,Neither,1.759,2.325,3.302,2,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,1.782,2.42,3.001,2,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,24.347,48.242,48.904,16,5,U6P46D,
12/13/2023 13:40,12/13/2023 13:42,100,131,TRUE,12/13/2023 13:42,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,2560x1440,4.722,4.722,5.342,1,"Yes, I consent",2.434,7.809,8.372,6,Some,Some,Not at all,Some,Not at all,Not at all,0.965,3.228,3.728,2,New York,1.501,1.501,3.375,1,35,1.295,1.295,2.153,1,Apple iPhone,1.741,1.741,2.366,1,"Yes, I am",,1.331,2.57,2.949,3,White,1.576,1.576,2.122,1,3,1.262,1.262,3.273,1,Other,0.994,1.545,2.029,2,,Closer to Democratic Party,1.359,1.359,1.81,1,Extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,1.209,1.209,2.092,1,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82.999,0,5,BNU2FA,
12/13/2023 13:38,12/13/2023 13:42,100,228,TRUE,12/13/2023 13:42,0.8999999761581421,Chrome,119.0.0.0,Macintosh,1440x900,2.629,2.629,3.369,1,"Yes, I consent",101.773,106.326,106.985,6,Some,A lot,A lot,Some,Not at all,Not at all,0.966,0.966,4.129,1,New York,0.812,0.812,1.824,1,21,1.642,1.642,2.618,1,Apple iPhone,2.714,2.714,3.366,1,"Yes, I am",,1.213,1.631,2.305,2,"Black or African American,White",1.877,1.877,2.642,1,3,3.564,3.564,4.625,1,Democrat,1.849,1.849,3.165,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.757,1.757,2.432,1,Extremely liberal,1.841,1.841,3.115,1,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,79.7,0,1,XZZEHX,
12/13/2023 13:37,12/13/2023 13:42,100,302,TRUE,12/13/2023 13:42,0.800000012,Firefox,120,Android 11,360x780,5.437,7.53,8.374,5,"Yes, I consent",2.434,9.664,10.29,13,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.832,2.374,2.804,2,Colorado,0.762,0.762,2.238,1,19,1.4,1.4,2.538,1,Android,,,,,,"Yes, I am",1.74,1.74,2.188,1,White,0.967,2.004,2.689,3,3,1.05,1.813,2.332,2,Democrat,1.366,1.366,2.037,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,0.898,2.499,3.092,4,Liberal,,,,,,,1.399,1.963,2.523,2,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.681,71.833,73.214,10,2,DGTMU4,
12/13/2023 13:36,12/13/2023 13:43,100,374,TRUE,12/13/2023 13:43,1,Chrome,119.0.0.0,Windows NT 10.0,1366x768,95.789,95.789,97.589,1,"Yes, I consent",10.503,19.606,25.501,6,A lot,Some,Some,Some,Not at all,Not at all,2.173,37.793,39.177,3,Illinois,4.246,4.246,10.363,1,25,4.101,4.101,5.046,1,Android,,,,,,"Yes, I am",6.301,6.301,7.301,1,White,5.959,5.959,7.538,1,3,8.623,8.623,10.744,1,Independent,6.373,6.373,7.6,1,,Neither,23.101,25.452,27.244,2,Somewhat liberal,,,,,,,,,,,,,22.642,22.642,24.176,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,86.468,0,3,A4AT6G,
12/13/2023 13:33,12/13/2023 13:43,100,633,TRUE,12/13/2023 13:43,1,Chrome,120.0.0.0,Windows NT 10.0,1920x1200,4.155,4.586,5.027,2,"Yes, I consent",12.444,17.543,18.029,6,Some,Some,A lot,Not at all,Not at all,Not at all,0.645,1.62,2.029,2,California,0.586,0.586,2.863,1,23,0.785,0.785,1.625,1,Apple iPhone,2.11,2.11,2.574,1,"Yes, I am",,2.349,2.858,3.506,2,"Asian,White",2.281,2.281,3.553,1,3,11.62,11.62,11.942,1,Other,1.321,1.654,2.108,2,,Closer to Republican Party,1.46,1.46,2.638,1,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.478,1.478,1.964,1,Associate degree in college,,,,,,,,,,,,,,,,,,,,71.577,71.577,569.418,1,6,P29WYA,
12/13/2023 13:32,12/13/2023 13:44,100,709,TRUE,12/13/2023 13:44,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,1280x720,44.031,74.312,75.774,41,"Yes, I consent",15.3,29.382,31.057,16,Some,Some,Not at all,Not at all,Not at all,Not at all,3.96,14.753,16.399,2,New Jersey,2.577,2.577,6.284,1,30,6.949,6.949,8.78,1,Apple iPhone,8.728,8.728,10.295,1,"Yes, I am",,16.056,19.166,20.638,3,Black or African American,6.161,9.539,11.798,4,3,12.989,15.682,17.336,3,Democrat,5.81,5.81,7.328,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,98.342,100.837,102.201,4,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.971,9.983,11.501,3,Bachelor’s degree,,,,,,,,,,,,,,101.263,371.389,379.725,40,7,RYQ2NU,
12/13/2023 13:37,12/13/2023 13:44,100,442,TRUE,12/13/2023 13:44,0.8999999761581421,Safari iPhone,16.1,iPhone,414x896,5.039,23.259,23.814,7,"Yes, I consent",27.494,34.952,35.984,9,Some,Some,A lot,Not at all,Not at all,Not at all,1.048,1.048,3.434,1,Georgia,1.091,1.091,3.001,1,20,2.965,2.965,3.631,1,Apple iPhone,4.129,4.129,4.968,1,"Yes, I am",,1.832,1.832,2.253,1,White,1.387,2.024,2.705,2,3,4.518,4.518,5.056,1,Republican,2.741,2.741,3.342,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.924,3.779,4.77,2,Conservative,,,,,,,3.546,3.546,4.261,1,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.874,14.974,17.911,4,2,7GABCV,
12/13/2023 13:38,12/13/2023 13:44,100,397,TRUE,12/13/2023 13:45,0.8999999761581421,Chrome,118.0.0.0,CrOS x86_64 14541.0.0,1366x768,213.803,213.803,214.539,1,"Yes, I consent",18.436,27.928,28.445,8,A lot,Some,Some,Some,Not at all,Not at all,0.601,5.643,6.294,2,North Carolina,0.548,0.548,3.97,1,26,0.85,0.85,1.488,1,Apple iPhone,1.701,1.701,2.488,1,"Yes, I am",,1.138,1.138,2.067,1,White,1.909,1.909,3.67,1,3,3.085,3.085,4.275,1,Democrat,0.713,0.713,1.251,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,1.812,1.812,2.82,1,Extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.574,1.574,2.893,1,Some college but no degree,,,,,,,,,,,,,,9.625,9.625,111.291,1,7,QBHPD1,
12/13/2023 13:42,12/13/2023 13:45,100,154,TRUE,12/13/2023 13:45,0.8999999761581421,Firefox,120,Windows NT 10.0,2560x1440,4.226,4.651,5.783,2,"Yes, I consent",2.142,8.488,9.877,7,Not at all,Not at all,Not at all,Some,Not at all,Not at all,0.85,3.129,3.854,3,Texas,0.677,0.677,2.328,1,38,0.771,1.522,2.463,2,Apple iPhone,1.496,1.496,2.228,1,"Yes, I am",,1.107,1.107,1.766,1,White,1.167,1.167,1.922,1,3,0.734,0.734,1.713,1,Democrat,0.766,0.766,1.301,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,0.903,1.489,1.933,2,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345,2.39,3.116,2,Bachelor’s degree,,,,,,,,2.216,2.775,108.014,3,8,T1A6CH,
12/13/2023 13:42,12/13/2023 13:47,100,300,TRUE,12/13/2023 13:47,1,Chrome,111.0.5563.116,Android 10,360x800,3.948,5.206,6.274,2,"Yes, I consent",4.372,12.593,13.695,11,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.501,0.501,4.473,1,West Virginia,0.502,0.502,4.857,1,39,2.003,2.003,2.886,1,Android,,,,,,"Yes, I am",3.601,3.601,4.435,1,White,1.86,2.497,3.261,2,3,4.225,4.225,4.976,1,Democrat,1.593,5.601,6.757,4,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,2.2,3.187,3.871,2,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,2.401,3.293,3.8,2,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,18.832,23.179,25.512,6,5,69QXNX,
12/13/2023 13:42,12/13/2023 13:47,100,297,TRUE,12/13/2023 13:47,1,Chrome,120.0.0.0,Macintosh,1440x900,6.046,6.046,6.974,1,"Yes, I consent",108.013,113.792,115.001,6,Some,A lot,A lot,Not at all,Not at all,Not at all,1.34,1.34,5.737,1,North Carolina,5.956,5.956,7.601,1,24,2.475,2.475,3.321,1,Apple iPhone,5.492,5.492,6.402,1,"Yes, I am",,2.984,3.447,4.425,2,"Hispanic,White",1.288,1.288,2.022,1,3,2.649,2.649,3.516,1,Democrat,1.576,2.04,2.752,2,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,35.948,35.948,37.374,1,Somewhat liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.879,1.879,2.982,1,Bachelor’s degree,,7.978,11.004,86.786,2,9,YB4EVV,
12/13/2023 12:53,12/13/2023 13:48,100,3338,TRUE,12/13/2023 13:48,0.8999999761581421,Chrome,120.0.0.0,Windows NT 10.0,1920x1080,277.889,277.889,279.044,1,"Yes, I consent",1.696,15.202,16.312,8,A lot,A lot,A lot,A lot,Not at all,Not at all,1.083,2.863,7.018,2,Oklahoma,1.301,1.301,3.783,1,30,1.398,1.398,2.442,1,Apple iPhone,2.987,2.987,3.877,1,"Yes, I am",,4.074,4.074,5.398,1,Black or African American,1.781,1.781,2.846,1,3,58.789,64.117,64.791,2,Independent,9.21,9.21,9.851,1,,Closer to Democratic Party,3.708,3.708,4.49,1,Extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.749,2820.469,2821.497,2,Some college but no degree,,,,,,,,0,0,109.208,0,8,DDEGM8,
12/13/2023 13:43,12/13/2023 13:48,100,335,TRUE,12/13/2023 13:48,0.800000012,Chrome,120.0.0.0,Windows NT 10.0,1287x620,5.27,32.98,34.2,2,"Yes, I consent",5.344,10.97,16.048,8,Not at all,Not at all,Not at all,Some,Not at all,Not at all,1.121,2.966,3.588,2,Texas,1.135,4.15,4.468,2,22,1.17,1.17,4.22,1,Android,,,,,,"Yes, I am",2.09,2.09,3.082,1,Hispanic,1.242,1.242,4.407,1,3,4.934,4.934,5.545,1,Other,4.071,4.071,4.997,1,,Neither,2.564,2.564,3.761,1,Moderate or middle of the road,,,,,,,,,,,,,,,,,,,1.312,1.312,3.272,1,High school graduate or equivalent (GED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.678,200.678,229.64,1,4,BTRQ9R,
12/13/2023 13:46,12/13/2023 13:50,100,231,TRUE,12/13/2023 13:50,0.8999999761581421,Chrome,117.0.0.0,Linux x86_64,384x824,20.945,22.305,23.233,3,"Yes, I consent",4.6,10.328,14.545,14,Not at all,Some,Some,Not at all,Not at all,Not at all,1.307,1.556,4.538,2,Florida,0.724,2.227,4.6,3,42,1.034,1.292,1.8,2,Android,,,,,,"Yes, I am",1.802,2.062,2.696,2,White,1.496,1.76,2.582,2,3,5.21,5.46,7.022,2,Democrat,1.077,1.376,2.57,2,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,0.978,2.738,3.613,6,Extremely liberal,,,,,,,,,,,,,1.706,2.659,3.421,4,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.346,129.882,131.612,5,3,GKAZ76,
12/13/2023 13:26,12/13/2023 13:50,100,1413,TRUE,12/13/2023 13:50,0.800000012,Firefox,116,Macintosh,1366x768,3.144,3.144,11.139,1,"Yes, I consent",10.938,15.31,15.787,7,Some,Some,Some,Some,Not at all,Not at all,1.68,4.969,5.567,2,Illinois,1.236,5.338,5.894,2,35,4.268,4.814,6.215,2,Apple iPhone,5.133,5.133,6.346,1,"Yes, I am",,3.106,3.106,4.214,1,White,2.44,2.44,3.601,1,3,4.475,4.475,5.944,1,Republican,1.242,1.242,1.737,1,Strong ${q://QID41/ChoiceGroup/SelectedChoices},,3.35,3.35,4.225,1,Extremely conservative,,,,,,,,,,,,,,,,,,,2.565,2.565,3.967,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.589,433.075,1317.346,4,4,XB374T,
12/13/2023 13:47,12/13/2023 13:50,100,209,TRUE,12/13/2023 13:50,1,Chrome,116.0.0.0,Macintosh,1440x900,9.93,9.93,10.785,1,"Yes, I consent",2.014,52.421,53.448,6,A lot,A lot,A lot,A lot,Not at all,Not at all,0.921,2.905,5.1,3,Illinois,0.733,0.733,2.365,1,25,0.965,0.965,2.066,1,Apple iPhone,1.148,1.148,1.797,1,"Yes, I am",,1.358,1.358,1.955,1,White,1.373,1.373,2.928,1,3,5.264,5.264,6.634,1,Republican,1.641,1.641,2.228,1,Not very strong ${q://QID41/ChoiceGroup/SelectedChoices},,3.079,3.873,4.535,2,Somewhat liberal,,,,,,,,,,,,,,,,,,,2.869,2.869,3.634,1,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.331,3.331,103.245,1,4,AD6ZGB,
